title,url,rank,list_items,sections
Rival,http://en.wikipedia.org/wiki/Rival,9121,26,2
Robert Hamilton,http://en.wikipedia.org/wiki/Robert_Hamilton,9121,26,4
Robert Mitchell,http://en.wikipedia.org/wiki/Robert_Mitchell,9121,26,9
Robert Parker,http://en.wikipedia.org/wiki/Robert_Parker,9121,26,2
Robert Reid,http://en.wikipedia.org/wiki/Robert_Reid,9121,26,4
Robert Watson,http://en.wikipedia.org/wiki/Robert_Watson,9121,26,2
Rock Island Depot,http://en.wikipedia.org/wiki/Rock_Island_Depot,9121,26,3
Rom,http://en.wikipedia.org/wiki/Rom,9121,26,6
Romulus,http://en.wikipedia.org/wiki/Romulus_(disambiguation),9121,26,6
Rosebud,http://en.wikipedia.org/wiki/Rosebud,9121,26,4
Round,http://en.wikipedia.org/wiki/Round,9121,26,6
Round Island,http://en.wikipedia.org/wiki/Round_Island,9121,26,9
Royal Museum,http://en.wikipedia.org/wiki/Royal_Museum_(disambiguation),9121,26,5
Rudbar,http://en.wikipedia.org/wiki/Rudbar_(disambiguation),9121,26,2
Running,http://en.wikipedia.org/wiki/Running_(disambiguation),9121,26,5
Russia,http://en.wikipedia.org/wiki/Russia_(disambiguation),9121,26,4
Rust,http://en.wikipedia.org/wiki/Rust_(disambiguation),9121,26,3
S7,http://en.wikipedia.org/wiki/S7,9121,26,4
Sagan,http://en.wikipedia.org/wiki/Sagan,9121,26,3
Sagittarius,http://en.wikipedia.org/wiki/Sagittarius,9121,26,8
Saif,http://en.wikipedia.org/wiki/Saif_(disambiguation),9121,26,4
Saint Mark's Coptic Orthodox Church,http://en.wikipedia.org/wiki/Saint_Mark%27s_Coptic_Orthodox_Church,9121,26,6
Saint Mary,http://en.wikipedia.org/wiki/Saint_Mary_(disambiguation),9121,26,5
Saint Philip,http://en.wikipedia.org/wiki/Saint_Philip,9121,26,4
Saint-Priest,http://en.wikipedia.org/wiki/Saint-Priest,9121,26,3
Salt Lake,http://en.wikipedia.org/wiki/Salt_Lake,9121,26,6
Sanda,http://en.wikipedia.org/wiki/Sanda,9121,26,4
Sandy Lake,http://en.wikipedia.org/wiki/Sandy_Lake,9121,26,6
Scarface,http://en.wikipedia.org/wiki/Scarface,9121,26,8
Schmidt,http://en.wikipedia.org/wiki/Schmidt,9121,26,2
Schofield,http://en.wikipedia.org/wiki/Schofield,9121,26,5
Schools in South Australia,http://en.wikipedia.org/wiki/Schools_in_South_Australia,9121,26,3
Schönberg,http://en.wikipedia.org/wiki/Sch%C3%B6nberg,9121,26,9
Script,http://en.wikipedia.org/wiki/Script,9121,26,9
SDM,http://en.wikipedia.org/wiki/SDM,9121,26,3
Secession,http://en.wikipedia.org/wiki/Secession_(disambiguation),9121,26,5
Second Coming,http://en.wikipedia.org/wiki/Second_Coming_(disambiguation),9121,26,6
Sejm,http://en.wikipedia.org/wiki/Sejm_(disambiguation),9121,26,2
Ser,http://en.wikipedia.org/wiki/Ser,9121,26,7
Serena,http://en.wikipedia.org/wiki/Serena,9121,26,5
SGS,http://en.wikipedia.org/wiki/SGS,9121,26,2
Sham,http://en.wikipedia.org/wiki/Sham,9121,26,6
Shanghai,http://en.wikipedia.org/wiki/Shanghai_(disambiguation),9121,26,6
Shanti,http://en.wikipedia.org/wiki/Shanti,9121,26,6
Shimun,http://en.wikipedia.org/wiki/Shimun_(disambiguation),9121,26,2
Shrike,http://en.wikipedia.org/wiki/Shrike_(disambiguation),9121,26,5
Sila,http://en.wikipedia.org/wiki/Sila,9121,26,6
Silesia,http://en.wikipedia.org/wiki/Silesia_(disambiguation),9121,26,4
Silvana,http://en.wikipedia.org/wiki/Silvana,9121,26,8
Simon,http://en.wikipedia.org/wiki/Simon,9121,26,5
Sir,http://en.wikipedia.org/wiki/Sir_(disambiguation),9121,26,6
Siva,http://en.wikipedia.org/wiki/Siva,9121,26,7
Skerry,http://en.wikipedia.org/wiki/Skerry_(disambiguation),9121,26,9
Sketch,http://en.wikipedia.org/wiki/Sketch,9121,26,5
Slash,http://en.wikipedia.org/wiki/Slash,9121,26,4
SLE,http://en.wikipedia.org/wiki/SLE,9121,26,5
SN,http://en.wikipedia.org/wiki/SN,9121,26,2
Snipe,http://en.wikipedia.org/wiki/Snipe_(disambiguation),9121,26,4
Soldier of Fortune,http://en.wikipedia.org/wiki/Soldier_of_Fortune,9121,26,7
Something's Wrong,http://en.wikipedia.org/wiki/Something%27s_Wrong,9121,26,2
SOP,http://en.wikipedia.org/wiki/SOP,9121,26,5
Sorcerer,http://en.wikipedia.org/wiki/Sorcerer,9121,26,11
South Bank,http://en.wikipedia.org/wiki/South_Bank_(disambiguation),9121,26,9
SPD,http://en.wikipedia.org/wiki/SPD_(disambiguation),9121,26,8
SPE,http://en.wikipedia.org/wiki/SPE,9121,26,5
Spectra,http://en.wikipedia.org/wiki/Spectra,9121,26,4
SPI,http://en.wikipedia.org/wiki/SPI,9121,26,5
Spinola,http://en.wikipedia.org/wiki/Spinola,9121,26,3
Spit,http://en.wikipedia.org/wiki/Spit,9121,26,5
Splice,http://en.wikipedia.org/wiki/Splice,9121,26,5
Spoon,http://en.wikipedia.org/wiki/Spoon_(disambiguation),9121,26,5
Spotlight,http://en.wikipedia.org/wiki/Spotlight,9121,26,5
Spring Lake,http://en.wikipedia.org/wiki/Spring_Lake,9121,26,4
Springfield High School,http://en.wikipedia.org/wiki/Springfield_High_School,9121,26,3
Springsnail,http://en.wikipedia.org/wiki/Springsnail,9121,26,1
SRA,http://en.wikipedia.org/wiki/SRA,9121,26,2
St Leonards,http://en.wikipedia.org/wiki/St_Leonards,9121,26,6
St Patrick's College,http://en.wikipedia.org/wiki/St_Patrick%27s_College,9121,26,9
St. Augustine High School,http://en.wikipedia.org/wiki/St._Augustine_High_School,9121,26,4
St. Patrick's School,http://en.wikipedia.org/wiki/St._Patrick%27s_School,9121,26,3
St. Vincent's Hospital,http://en.wikipedia.org/wiki/St._Vincent%27s_Hospital,9121,26,4
Stalker,http://en.wikipedia.org/wiki/Stalker,9121,26,5
Stavros,http://en.wikipedia.org/wiki/Stavros,9121,26,5
Stem,http://en.wikipedia.org/wiki/Stem,9121,26,5
Steve Jones,http://en.wikipedia.org/wiki/Steve_Jones,9121,26,5
Stockdale,http://en.wikipedia.org/wiki/Stockdale,9121,26,4
Stonehenge,http://en.wikipedia.org/wiki/Stonehenge_(disambiguation),9121,26,3
Stoner,http://en.wikipedia.org/wiki/Stoner,9121,26,4
Stub,http://en.wikipedia.org/wiki/Stub,9121,26,4
Substitution,http://en.wikipedia.org/wiki/Substitution,9121,26,4
Supreme Council,http://en.wikipedia.org/wiki/Supreme_Council,9121,26,6
Sweeney,http://en.wikipedia.org/wiki/Sweeney,9121,26,10
Syrian,http://en.wikipedia.org/wiki/Syrian_(disambiguation),9121,26,5
São Pedro,http://en.wikipedia.org/wiki/S%C3%A3o_Pedro,9121,26,5
Tata,http://en.wikipedia.org/wiki/Tata,9121,26,5
Tatsumi,http://en.wikipedia.org/wiki/Tatsumi,9121,26,3
Tau,http://en.wikipedia.org/wiki/Tau_(disambiguation),9121,26,8
Taxi,http://en.wikipedia.org/wiki/Taxi_(disambiguation),9121,26,6
TCA,http://en.wikipedia.org/wiki/TCA,9121,26,6
Teardrop,http://en.wikipedia.org/wiki/Teardrop,9121,26,2
Testament,http://en.wikipedia.org/wiki/Testament,9121,26,2
Thames,http://en.wikipedia.org/wiki/Thames_(disambiguation),9121,26,5
The Citadel,http://en.wikipedia.org/wiki/The_Citadel,9121,26,5
The Gambler,http://en.wikipedia.org/wiki/The_Gambler,9121,26,6
The Gazette,http://en.wikipedia.org/wiki/The_Gazette,9121,26,6
The Greens,http://en.wikipedia.org/wiki/The_Greens,9121,26,3
The Hits,http://en.wikipedia.org/wiki/The_Hits_(disambiguation),9121,26,2
The Last Word,http://en.wikipedia.org/wiki/The_Last_Word,9121,26,6
The Sea,http://en.wikipedia.org/wiki/The_Sea,9121,26,7
Theodosius,http://en.wikipedia.org/wiki/Theodosius,9121,26,6
Thick as Thieves,http://en.wikipedia.org/wiki/Thick_as_Thieves,9121,26,5
Through the Looking Glass,http://en.wikipedia.org/wiki/Through_the_Looking_Glass_(disambiguation),9121,26,6
Tiffany,http://en.wikipedia.org/wiki/Tiffany,9121,26,7
Tiger lily,http://en.wikipedia.org/wiki/Tiger_lily,9121,26,6
Tilton,http://en.wikipedia.org/wiki/Tilton,9121,26,4
Timeline,http://en.wikipedia.org/wiki/Timeline_(disambiguation),9121,26,9
TL,http://en.wikipedia.org/wiki/TL,9121,26,7
Together Again,http://en.wikipedia.org/wiki/Together_Again,9121,26,4
Togo,http://en.wikipedia.org/wiki/Togo_(disambiguation),9121,26,3
Tol,http://en.wikipedia.org/wiki/Tol,9121,26,4
Tolerance,http://en.wikipedia.org/wiki/Tolerance,9121,26,4
Tom Sawyer,http://en.wikipedia.org/wiki/Tom_Sawyer_(disambiguation),9121,26,4
Tony Martin,http://en.wikipedia.org/wiki/Tony_Martin,9121,26,6
Torsion,http://en.wikipedia.org/wiki/Torsion,9121,26,6
Trash,http://en.wikipedia.org/wiki/Trash,9121,26,7
Truck,http://en.wikipedia.org/wiki/Truck_(disambiguation),9121,26,5
Tully,http://en.wikipedia.org/wiki/Tully,9121,26,5
Tumbleweed,http://en.wikipedia.org/wiki/Tumbleweed_(disambiguation),9121,26,5
Twister,http://en.wikipedia.org/wiki/Twister,9121,26,5
Twitch,http://en.wikipedia.org/wiki/Twitch,9121,26,5
Universitario,http://en.wikipedia.org/wiki/Universitario_(disambiguation),9121,26,5
University High School,http://en.wikipedia.org/wiki/University_High_School,9121,26,7
Unplugged,http://en.wikipedia.org/wiki/Unplugged,9121,26,2
Urbano,http://en.wikipedia.org/wiki/Urbano,9121,26,3
USS Enterprise,http://en.wikipedia.org/wiki/USS_Enterprise,9121,26,4
UTA,http://en.wikipedia.org/wiki/UTA,9121,26,6
Vamp,http://en.wikipedia.org/wiki/Vamp,9121,26,6
Varsity,http://en.wikipedia.org/wiki/Varsity,9121,26,8
VB,http://en.wikipedia.org/wiki/VB,9121,26,5
Verona,http://en.wikipedia.org/wiki/Verona_(disambiguation),9121,26,5
Versus,http://en.wikipedia.org/wiki/Versus,9121,26,7
VHS,http://en.wikipedia.org/wiki/VHS_(disambiguation),9121,26,2
Villanueva,http://en.wikipedia.org/wiki/Villanueva,9121,26,7
Villard,http://en.wikipedia.org/wiki/Villard,9121,26,4
Vogue,http://en.wikipedia.org/wiki/Vogue,9121,26,6
Vrba,http://en.wikipedia.org/wiki/Vrba,9121,26,4
VSC,http://en.wikipedia.org/wiki/VSC,9121,26,3
Walrus,http://en.wikipedia.org/wiki/Walrus_(disambiguation),9121,26,8
Watkins House,http://en.wikipedia.org/wiki/Watkins_House,9121,26,1
WD,http://en.wikipedia.org/wiki/WD,9121,26,1
Wenlock,http://en.wikipedia.org/wiki/Wenlock,9121,26,4
Werewolf,http://en.wikipedia.org/wiki/Werewolf_(disambiguation),9121,26,6
Wide Awake,http://en.wikipedia.org/wiki/Wide_Awake,9121,26,9
Wigglesworth,http://en.wikipedia.org/wiki/Wigglesworth_(disambiguation),9121,26,4
Wilberforce,http://en.wikipedia.org/wiki/Wilberforce,9121,26,5
Wild One,http://en.wikipedia.org/wiki/Wild_One,9121,26,6
William Crawford,http://en.wikipedia.org/wiki/William_Crawford,9121,26,1
William Edwards,http://en.wikipedia.org/wiki/William_Edwards,9121,26,2
William Herbert,http://en.wikipedia.org/wiki/William_Herbert,9121,26,4
William Reid,http://en.wikipedia.org/wiki/William_Reid,9121,26,2
William Stone,http://en.wikipedia.org/wiki/William_Stone,9121,26,5
Wimbledon,http://en.wikipedia.org/wiki/Wimbledon,9121,26,5
WMC,http://en.wikipedia.org/wiki/WMC,9121,26,1
Wolf Creek,http://en.wikipedia.org/wiki/Wolf_Creek,9121,26,4
Woodman,http://en.wikipedia.org/wiki/Woodman,9121,26,5
World's End,http://en.wikipedia.org/wiki/World%27s_End,9121,26,6
Wrecker,http://en.wikipedia.org/wiki/Wrecker,9121,26,5
Yellowjacket,http://en.wikipedia.org/wiki/Yellowjacket_(disambiguation),9121,26,6
Yeoman,http://en.wikipedia.org/wiki/Yeoman_(disambiguation),9121,26,3
Zabłocie,http://en.wikipedia.org/wiki/Zab%C5%82ocie,9121,26,2
Zahra,http://en.wikipedia.org/wiki/Zahra,9121,26,5
Zeitoun,http://en.wikipedia.org/wiki/Zeitoun,9121,26,13
101,http://en.wikipedia.org/wiki/101_(disambiguation),9799,25,4
12,http://en.wikipedia.org/wiki/12_(disambiguation),9799,25,6
129th,http://en.wikipedia.org/wiki/129th,9799,25,2
130th,http://en.wikipedia.org/wiki/130th,9799,25,2
2002 World Championships,http://en.wikipedia.org/wiki/2002_World_Championships,9799,25,2
2020,http://en.wikipedia.org/wiki/2020_(disambiguation),9799,25,5
22nd Regiment,http://en.wikipedia.org/wiki/22nd_Regiment,9799,25,5
666,http://en.wikipedia.org/wiki/666_(disambiguation),9799,25,6
ABCD,http://en.wikipedia.org/wiki/ABCD,9799,25,4
Abdur Rauf,http://en.wikipedia.org/wiki/Abdur_Rauf,9799,25,2
ACB,http://en.wikipedia.org/wiki/ACB,9799,25,7
Accent,http://en.wikipedia.org/wiki/Accent,9799,25,6
ACU,http://en.wikipedia.org/wiki/ACU,9799,25,6
ADP,http://en.wikipedia.org/wiki/ADP,9799,25,5
Aether,http://en.wikipedia.org/wiki/Aether,9799,25,8
Aetna,http://en.wikipedia.org/wiki/Aetna_(disambiguation),9799,25,4
Afer,http://en.wikipedia.org/wiki/Afer,9799,25,4
Again,http://en.wikipedia.org/wiki/Again,9799,25,4
Against All Odds,http://en.wikipedia.org/wiki/Against_All_Odds,9799,25,5
Aggi,http://en.wikipedia.org/wiki/Aggi,9799,25,5
Ago,http://en.wikipedia.org/wiki/Ago,9799,25,7
Agora,http://en.wikipedia.org/wiki/Agora_(disambiguation),9799,25,6
AIB,http://en.wikipedia.org/wiki/AIB,9799,25,8
Alban,http://en.wikipedia.org/wiki/Alban,9799,25,4
Aldo,http://en.wikipedia.org/wiki/Aldo,9799,25,3
Alexander Smith,http://en.wikipedia.org/wiki/Alexander_Smith,9799,25,2
Aline,http://en.wikipedia.org/wiki/Aline,9799,25,5
Aloha,http://en.wikipedia.org/wiki/Aloha_(disambiguation),9799,25,7
Angelique,http://en.wikipedia.org/wiki/Angelique,9799,25,2
Angle,http://en.wikipedia.org/wiki/Angle_(disambiguation),9799,25,4
Angus Macdonald,http://en.wikipedia.org/wiki/Angus_Macdonald,9799,25,3
Antidote,http://en.wikipedia.org/wiki/Antidote_(disambiguation),9799,25,6
Anything Goes,http://en.wikipedia.org/wiki/Anything_Goes_(disambiguation),9799,25,5
AOP,http://en.wikipedia.org/wiki/AOP,9799,25,2
APR,http://en.wikipedia.org/wiki/APR,9799,25,3
ARFC,http://en.wikipedia.org/wiki/ARFC,9799,25,2
Arkham,http://en.wikipedia.org/wiki/Arkham_(disambiguation),9799,25,5
Aro,http://en.wikipedia.org/wiki/Aro,9799,25,3
Arran,http://en.wikipedia.org/wiki/Arran,9799,25,8
Arrington,http://en.wikipedia.org/wiki/Arrington_(disambiguation),9799,25,6
Arthur Hill,http://en.wikipedia.org/wiki/Arthur_Hill,9799,25,2
Aspen,http://en.wikipedia.org/wiki/Aspen_(disambiguation),9799,25,5
Associate,http://en.wikipedia.org/wiki/Associate,9799,25,7
ATF,http://en.wikipedia.org/wiki/ATF,9799,25,6
Atomic,http://en.wikipedia.org/wiki/Atomic,9799,25,2
ATP,http://en.wikipedia.org/wiki/ATP,9799,25,6
Austin House,http://en.wikipedia.org/wiki/Austin_House,9799,25,2
Avant,http://en.wikipedia.org/wiki/Avant_(disambiguation),9799,25,11
B'alam,http://en.wikipedia.org/wiki/B%27alam,9799,25,5
B6,http://en.wikipedia.org/wiki/B6,9799,25,7
B7,http://en.wikipedia.org/wiki/B7,9799,25,3
Bad Boys,http://en.wikipedia.org/wiki/Bad_Boys,9799,25,4
Baghdad,http://en.wikipedia.org/wiki/Baghdad_(disambiguation),9799,25,4
Balaji,http://en.wikipedia.org/wiki/Balaji,9799,25,2
Balboa,http://en.wikipedia.org/wiki/Balboa,9799,25,5
Baptist College,http://en.wikipedia.org/wiki/Baptist_College,9799,25,1
Barnes,http://en.wikipedia.org/wiki/Barnes,9799,25,5
Barnes House,http://en.wikipedia.org/wiki/Barnes_House,9799,25,2
Bashir,http://en.wikipedia.org/wiki/Bashir,9799,25,4
Basilio,http://en.wikipedia.org/wiki/Basilio,9799,25,5
Batavia,http://en.wikipedia.org/wiki/Batavia,9799,25,5
Bayside,http://en.wikipedia.org/wiki/Bayside,9799,25,4
BBC,http://en.wikipedia.org/wiki/BBC_(disambiguation),9799,25,7
Bear Island,http://en.wikipedia.org/wiki/Bear_Island,9799,25,5
Belen,http://en.wikipedia.org/wiki/Belen,9799,25,6
Belo,http://en.wikipedia.org/wiki/Belo_(disambiguation),9799,25,4
Bent,http://en.wikipedia.org/wiki/Bent,9799,25,5
Berengar,http://en.wikipedia.org/wiki/Berengar,9799,25,4
Bern,http://en.wikipedia.org/wiki/Bern_(disambiguation),9799,25,7
Bevis,http://en.wikipedia.org/wiki/Bevis,9799,25,4
BGS,http://en.wikipedia.org/wiki/BGS,9799,25,2
Biff,http://en.wikipedia.org/wiki/Biff_(disambiguation),9799,25,5
Big Ben,http://en.wikipedia.org/wiki/Big_Ben_(disambiguation),9799,25,2
Big Blue,http://en.wikipedia.org/wiki/Big_Blue_(disambiguation),9799,25,4
Bijou,http://en.wikipedia.org/wiki/Bijou,9799,25,4
Bistritsa,http://en.wikipedia.org/wiki/Bistritsa,9799,25,2
Black Hills,http://en.wikipedia.org/wiki/Black_Hills_(disambiguation),9799,25,3
Blackmore,http://en.wikipedia.org/wiki/Blackmore_(disambiguation),9799,25,4
Blink,http://en.wikipedia.org/wiki/Blink_(disambiguation),9799,25,6
Blue Jay,http://en.wikipedia.org/wiki/Blue_Jay_(disambiguation),9799,25,4
Blue Note Recordings,http://en.wikipedia.org/wiki/Blue_Note_Recordings,9799,25,3
Bottom line,http://en.wikipedia.org/wiki/Bottom_line_(disambiguation),9799,25,2
Boundary,http://en.wikipedia.org/wiki/Boundary,9799,25,6
Bouvier,http://en.wikipedia.org/wiki/Bouvier,9799,25,1
Brace,http://en.wikipedia.org/wiki/Brace,9799,25,4
Braddock,http://en.wikipedia.org/wiki/Braddock,9799,25,7
Brand,http://en.wikipedia.org/wiki/Brand_(disambiguation),9799,25,6
Breach,http://en.wikipedia.org/wiki/Breach,9799,25,7
Britain,http://en.wikipedia.org/wiki/Britain,9799,25,6
Brush,http://en.wikipedia.org/wiki/Brush_(disambiguation),9799,25,6
Brzezno,http://en.wikipedia.org/wiki/Brzezno_(disambiguation),9799,25,7
BTA,http://en.wikipedia.org/wiki/BTA,9799,25,1
Buch,http://en.wikipedia.org/wiki/Buch,9799,25,7
Bucky,http://en.wikipedia.org/wiki/Bucky_(disambiguation),9799,25,4
Bullseye,http://en.wikipedia.org/wiki/Bullseye,9799,25,4
Burnett,http://en.wikipedia.org/wiki/Burnett,9799,25,8
Březí,http://en.wikipedia.org/wiki/B%C5%99ez%C3%AD,9799,25,1
C'mon,http://en.wikipedia.org/wiki/C%27mon,9799,25,5
Calder,http://en.wikipedia.org/wiki/Calder,9799,25,4
Campion,http://en.wikipedia.org/wiki/Campion,9799,25,7
Candle,http://en.wikipedia.org/wiki/Candle_(disambiguation),9799,25,2
Cano,http://en.wikipedia.org/wiki/Cano,9799,25,3
Cape Breton,http://en.wikipedia.org/wiki/Cape_Breton,9799,25,13
Capri,http://en.wikipedia.org/wiki/Capri_(disambiguation),9799,25,8
Carden,http://en.wikipedia.org/wiki/Carden,9799,25,3
Carmine,http://en.wikipedia.org/wiki/Carmine_(disambiguation),9799,25,4
Carr,http://en.wikipedia.org/wiki/Carr,9799,25,4
Carrion,http://en.wikipedia.org/wiki/Carrion_(disambiguation),9799,25,5
Cartier,http://en.wikipedia.org/wiki/Cartier,9799,25,4
Casanova,http://en.wikipedia.org/wiki/Casanova_(disambiguation),9799,25,5
Cashman,http://en.wikipedia.org/wiki/Cashman,9799,25,4
Castleton,http://en.wikipedia.org/wiki/Castleton,9799,25,7
Catarina,http://en.wikipedia.org/wiki/Catarina,9799,25,4
CBT,http://en.wikipedia.org/wiki/CBT,9799,25,3
Central Fire Station,http://en.wikipedia.org/wiki/Central_Fire_Station,9799,25,2
Central School,http://en.wikipedia.org/wiki/Central_School,9799,25,5
Cerro Bayo,http://en.wikipedia.org/wiki/Cerro_Bayo_(disambiguation),9799,25,4
CFL,http://en.wikipedia.org/wiki/CFL,9799,25,7
CGI,http://en.wikipedia.org/wiki/CGI,9799,25,4
CGS,http://en.wikipedia.org/wiki/CGS_(disambiguation),9799,25,5
Chain reaction,http://en.wikipedia.org/wiki/Chain_reaction_(disambiguation),9799,25,4
Chambers House,http://en.wikipedia.org/wiki/Chambers_House,9799,25,2
Champions League,http://en.wikipedia.org/wiki/Champions_League,9799,25,3
Channel 8,http://en.wikipedia.org/wiki/Channel_8,9799,25,3
Charles Bennett,http://en.wikipedia.org/wiki/Charles_Bennett,9799,25,2
Charles I,http://en.wikipedia.org/wiki/Charles_I,9799,25,2
Charles Walker,http://en.wikipedia.org/wiki/Charles_Walker,9799,25,3
Chinaman,http://en.wikipedia.org/wiki/Chinaman,9799,25,3
Chow,http://en.wikipedia.org/wiki/Chow,9799,25,3
Chu,http://en.wikipedia.org/wiki/Chu,9799,25,5
Church of St. John the Baptist,http://en.wikipedia.org/wiki/Church_of_St._John_the_Baptist,9799,25,2
Cinnamon,http://en.wikipedia.org/wiki/Cinnamon_(disambiguation),9799,25,7
Clarke House,http://en.wikipedia.org/wiki/Clarke_House,9799,25,2
Close to You,http://en.wikipedia.org/wiki/Close_to_You,9799,25,3
CMP,http://en.wikipedia.org/wiki/CMP,9799,25,5
Codrington,http://en.wikipedia.org/wiki/Codrington,9799,25,4
Cole,http://en.wikipedia.org/wiki/Cole,9799,25,10
Coleman House,http://en.wikipedia.org/wiki/Coleman_House,9799,25,1
Collision,http://en.wikipedia.org/wiki/Collision_(disambiguation),9799,25,6
Columbia Township,http://en.wikipedia.org/wiki/Columbia_Township,9799,25,14
Community Building,http://en.wikipedia.org/wiki/Community_Building,9799,25,1
Composite,http://en.wikipedia.org/wiki/Composite,9799,25,5
Conestoga,http://en.wikipedia.org/wiki/Conestoga,9799,25,5
Coney,http://en.wikipedia.org/wiki/Coney,9799,25,6
Confusion,http://en.wikipedia.org/wiki/Confusion_(disambiguation),9799,25,4
Constable,http://en.wikipedia.org/wiki/Constable_(disambiguation),9799,25,3
Contract,http://en.wikipedia.org/wiki/Contract_(disambiguation),9799,25,3
Controller,http://en.wikipedia.org/wiki/Controller,9799,25,7
Convex,http://en.wikipedia.org/wiki/Convex,9799,25,5
Cookie,http://en.wikipedia.org/wiki/Cookie_(disambiguation),9799,25,7
Cornerstone,http://en.wikipedia.org/wiki/Cornerstone_(disambiguation),9799,25,6
Cottonwood Canyon,http://en.wikipedia.org/wiki/Cottonwood_Canyon,9799,25,6
Counter,http://en.wikipedia.org/wiki/Counter_(disambiguation),9799,25,6
Coupling,http://en.wikipedia.org/wiki/Coupling_(disambiguation),9799,25,4
CPF,http://en.wikipedia.org/wiki/CPF,9799,25,7
CQ,http://en.wikipedia.org/wiki/CQ,9799,25,3
Crank,http://en.wikipedia.org/wiki/Crank,9799,25,6
Creole,http://en.wikipedia.org/wiki/Creole,9799,25,5
Cristina,http://en.wikipedia.org/wiki/Cristina,9799,25,3
Critical mass,http://en.wikipedia.org/wiki/Critical_mass_(disambiguation),9799,25,6
Cromwell,http://en.wikipedia.org/wiki/Cromwell_(disambiguation),9799,25,6
Crothers,http://en.wikipedia.org/wiki/Crothers,9799,25,3
CRT,http://en.wikipedia.org/wiki/CRT,9799,25,4
CSD,http://en.wikipedia.org/wiki/CSD,9799,25,3
Cuban,http://en.wikipedia.org/wiki/Cuban,9799,25,4
Cypher,http://en.wikipedia.org/wiki/Cypher,9799,25,4
Cypress,http://en.wikipedia.org/wiki/Cypress_(disambiguation),9799,25,6
Daddy,http://en.wikipedia.org/wiki/Daddy,9799,25,4
Dafni,http://en.wikipedia.org/wiki/Dafni,9799,25,2
Dai,http://en.wikipedia.org/wiki/Dai,9799,25,4
